ArticleEntity,Position_3,Player_3
Q52538618,Q193592,
Q52538618,Q193592,
Q52538618,Q201330,
Q52538618,Q336286,
Q52538618,Q336286,
Q52538618,Q193592,
Q52538618,Q193592,
Q52538618,Q193592,
Q52538618,Q280658,
Q52538618,Q201330,
Q52538618,Q201330,
Q52538618,Q336286,
Q52538618,Q336286,
Q52538618,Q336286,
Q52538618,Q193592,
Q52538618,Q193592,
Q52538618,Q193592,
Q52538618,Q201330,
Q52538618,Q201330,
Q52538618,Q336286,
Q52538618,Q336286,
Q52538618,Q336286,
Q52538618,Q193592,
Q52538618,Q193592,
Q52538618,Q193592,
Q52538618,Q336286,
Q52538618,Q336286,
Q52538618,Q193592,
Q52538618,Q193592,
Q52538618,Q193592,
Q52538618,Q280658,
Q2450822,Q201330,
Q2450822,Q336286,
Q2450822,Q336286,
Q2450822,Q336286,
Q2450822,Q336286,
Q2450822,Q336286,
Q2450822,Q336286,
Q2450822,Q336286,
Q2450822,Q336286,
Q2450822,Q336286,
Q2450822,Q336286,
Q2450822,Q193592,
Q2450822,Q193592,
Q2450822,Q193592,
Q2450822,Q193592,
Q2450822,Q193592,
Q2450822,Q193592,
Q2450822,Q280658,
Q2450822,Q280658,
Q2450822,Q280658,
Q2450822,Q280658,
Q4628498,Q193592,
Q4628498,Q193592,
Q4628498,Q280658,
Q4628498,Q336286,
Q4628498,Q280658,
Q4628498,Q280658,
Q4628498,Q280658,
Q4628498,Q336286,
Q4628498,Q280658,
Q4628498,Q193592,
Q4628498,Q193592,
Q4628498,Q280658,
Q4628498,Q336286,
Q4628498,Q280658,
Q4628498,Q280658,
Q4628498,Q280658,
Q4628498,Q336286,
Q4628498,Q280658,
Q4628498,Q336286,
Q4628498,Q201330,
Q4628498,Q336286,
Q4628498,Q193592,
Q4628498,Q280658,
Q4628498,Q280658,
Q4628498,Q193592,
Q4628498,Q280658,
Q4628498,Q336286,
Q4628498,Q201330,
Q4628498,Q336286,
Q4628498,Q193592,
Q4628498,Q280658,
Q4628498,Q280658,
Q4628498,Q193592,
Q4628498,Q280658,
Q4618357,Q201330,
Q4618357,Q201330,
Q4618357,Q336286,
Q4618357,Q336286,
Q4618357,Q336286,
Q4618357,Q336286,
Q4618357,Q336286,
Q4618357,Q336286,
Q4618357,Q336286,
Q4618357,Q336286,
Q4618357,Q336286,
Q4618357,Q336286,
Q4618357,Q336286,
Q4618357,Q193592,
Q4618357,Q193592,
Q4618357,Q193592,
Q4618357,Q193592,
Q4618357,Q193592,
Q4618357,Q193592,
Q4618357,Q193592,
Q4618357,Q193592,
Q4618357,Q193592,
Q4618357,Q193592,
Q4618357,Q193592,
Q4618357,Q280658,
Q4618357,Q280658,
Q4618357,Q280658,
Q4618357,Q280658,
Q4618357,Q280658,
Q4618357,Q280658,
Q4618357,Q280658,
Q2306118,Q201330,
Q2306118,Q201330,
Q2306118,Q336286,
Q2306118,Q336286,
Q2306118,Q336286,
Q2306118,Q336286,
Q2306118,Q336286,
Q2306118,Q336286,
Q2306118,Q336286,
Q2306118,Q336286,
Q2306118,Q193592,
Q2306118,Q193592,
Q2306118,Q193592,
Q2306118,Q193592,
Q2306118,Q193592,
Q2306118,Q193592,
Q2306118,Q193592,
Q2306118,Q193592,
Q2306118,Q280658,
Q2306118,Q280658,
Q2306118,Q280658,
Q2306118,Q280658,
Q2306118,Q280658,
Q4623335,Q280658,
Q4623335,Q193592,
Q4623335,Q193592,
Q4623335,Q193592,
Q4623335,Q336286,
Q4623335,Q193592,
Q4623335,Q193592,
Q4623335,Q336286,
Q4623335,Q280658,
Q4623335,Q336286,
Q4623335,Q193592,
Q4623335,Q201330,
Q4623335,Q193592,
Q17515040,Q280658,
Q7708356,Q201330,
Q7708356,Q336286,
Q7708356,Q336286,
Q7708356,Q336286,
Q7708356,Q193592,
Q7708356,Q193592,
Q7708356,Q193592,
Q7708356,Q193592,
Q7708356,Q280658,
Q7708356,,
Q7708356,Q193592,
Q7708356,Q280658,
Q7708356,Q280658,
Q7708356,,
Q7708356,Q201330,
Q7708356,,
Q7708356,Q280658,
Q7708356,Q193592,
Q7708356,Q336286,
Q7708356,Q336286,
Q7708356,Q336286,
Q7708356,Q280658,
Q844271,Q336286,
Q844271,Q336286,
Q844271,Q193592,
Q844271,Q193592,
Q844271,Q193592,
Q844271,Q280658,
Q30595597,Q193592,
Q30595597,Q193592,
Q30595597,Q280658,
Q30595597,Q280658,
Q30595597,Q193592,
Q30595597,Q193592,
Q30595597,Q280658,
Q30595597,Q280658,
Q30595597,Q336286,
Q30595597,Q193592,
Q30595597,Q336286,
Q30595597,Q193592,
Q30595597,Q336286,
Q30595597,Q336286,
Q30595597,Q193592,
Q30595597,Q193592,
Q30595597,Q336286,
Q30595597,Q336286,
Q30595597,Q336286,
Q30595597,Q336286,
Q30595597,Q336286,
Q30595597,Q336286,
Q30595597,Q193592,
Q30595597,Q193592,
Q2698432,Q201330,
Q2698432,Q201330,
Q2698432,Q336286,
Q2698432,Q336286,
Q2698432,Q336286,
Q2698432,Q336286,
Q2698432,Q336286,
Q2698432,Q336286,
Q2698432,Q336286,
Q2698432,Q336286,
Q2698432,Q336286,
Q2698432,Q193592,
Q2698432,Q193592,
Q2698432,Q193592,
Q2698432,Q193592,
Q2698432,Q193592,
Q2698432,Q193592,
Q2698432,Q193592,
Q2698432,Q193592,
Q2698432,Q193592,
Q2698432,Q280658,
Q2698432,Q280658,
Q30632401,Q201330,
Q30632401,Q201330,
Q30632401,Q336286,
Q30632401,Q336286,
Q30632401,Q336286,
Q30632401,Q336286,
Q30632401,Q336286,
Q30632401,Q336286,
Q30632401,Q336286,
Q30632401,Q336286,
Q30632401,Q193592,
Q30632401,Q193592,
Q30632401,Q193592,
Q30632401,Q193592,
Q30632401,Q193592,
Q30632401,Q193592,
Q30632401,Q193592,
Q30632401,Q193592,
Q30632401,Q193592,
Q30632401,Q193592,
Q30632401,Q193592,
Q30632401,Q193592,
Q30632401,Q280658,
Q30632401,Q280658,
Q30632401,Q280658,
Q30632401,Q280658,
Q4595481,Q201330,
Q4595481,Q336286,
Q4595481,Q336286,
Q4595481,Q336286,
Q4595481,Q193592,
Q4595481,Q193592,
Q4595481,Q280658,
Q117996,Q201330,
Q117996,Q193592,
Q117996,Q280658,
Q117996,Q280658,
Q24913352,Q201330,
Q24913352,Q201330,
Q24913352,Q336286,
Q24913352,Q336286,
Q24913352,Q336286,
Q24913352,Q336286,
Q24913352,Q336286,
Q24913352,Q336286,
Q24913352,Q336286,
Q24913352,Q193592,
Q24913352,Q193592,
Q24913352,Q193592,
Q24913352,Q193592,
Q24913352,Q280658,
Q24913352,Q280658,
Q24913352,Q280658,
Q24913352,Q280658,
Q20311210,Q336286,
Q20311210,Q280658,
Q20311210,Q193592,
Q20311210,Q193592,
Q841378,Q336286,
Q23058298,Q193592,
Q23058298,Q193592,
Q23058298,Q193592,
Q23058298,Q193592,
Q23058298,Q201330,
Q23058298,,
Q23058298,,
Q23058298,,
Q23058298,,
Q17059163,Q336286,
Q17059163,Q336286,
Q17059163,Q280658,
Q17059163,Q280658,
Q17059163,Q193592,
Q17059163,Q336286,
Q17059163,Q336286,
Q17059163,Q280658,
Q17059163,Q280658,
Q17059163,Q193592,
Q16847072,Q201330,
Q16847072,Q336286,
Q16847072,Q193592,
Q16847072,Q193592,
Q16847072,Q201330,
Q16847072,Q336286,
Q16847072,Q280658,
Q16847072,Q280658,
Q16847072,Q201330,
Q16847072,Q336286,
Q1278095,Q201330,
Q1278095,Q201330,
Q1278095,Q336286,
Q1278095,Q336286,
Q1278095,Q336286,
Q1278095,Q336286,
Q1278095,Q336286,
Q1278095,Q193592,
Q1278095,Q193592,
Q1278095,Q193592,
Q1278095,Q193592,
Q1278095,Q193592,
Q1278095,Q193592,
Q1278095,Q280658,
Q1278095,Q280658,
Q1278095,Q280658,
Q1278095,Q280658,
Q1278095,Q280658,
Q3667063,Q201330,
Q3667063,Q336286,
Q3667063,Q336286,
Q3667063,Q336286,
Q3667063,Q336286,
Q3667063,Q193592,
Q3667063,Q193592,
Q3667063,Q193592,
Q3667063,Q193592,
Q3667063,Q193592,
Q3667063,Q193592,
Q3667063,Q280658,
Q3667063,Q280658,
Q16151423,Q280658,
Q16151423,,
Q16151423,Q280658,
Q16151423,,
Q16151423,,
Q16151423,,
Q16151423,,
Q16151423,Q280658,
Q16151423,,
Q16151423,Q193592,
Q16151423,,
Q16151423,Q193592,
Q16151423,,
Q16151423,,
Q16151423,Q193592,
Q16151423,,
Q16151423,,
Q16151423,,
Q16151423,Q201330,
Q16151423,Q201330,
Q16151423,,
Q16151423,,
Q16151423,,
Q16151423,,
Q16151423,,
Q16151423,Q336286,
Q16151423,,
Q16151423,,
Q16151423,,
Q16151423,,
Q16151423,Q201330,
Q16151423,Q201330,
Q28128383,Q336286,
Q28128383,Q201330,
Q28128383,Q201330,
Q28128383,Q336286,
Q28128383,Q193592,
Q28128383,Q280658,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q201330,
Q28128383,Q193592,
Q28128383,Q336286,
Q28128383,Q280658,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q336286,
Q28128383,Q193592,
Q28128383,Q280658,
Q28128383,Q280658,
Q28128383,Q280658,
Q28128383,Q336286,
Q28128383,Q336286,
Q28128383,Q280658,
Q28128383,Q193592,
Q28128383,Q280658,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q336286,
Q28128383,Q193592,
Q28128383,Q280658,
Q28128383,Q280658,
Q28128383,Q280658,
Q28128383,Q336286,
Q28128383,Q336286,
Q28128383,Q280658,
Q28128383,Q193592,
Q28128383,Q280658,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q201330,
Q28128383,Q280658,
Q28128383,Q201330,
Q28128383,Q336286,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q336286,
Q28128383,Q336286,
Q28128383,Q336286,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q201330,
Q28128383,Q280658,
Q28128383,Q201330,
Q28128383,Q336286,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q336286,
Q28128383,Q336286,
Q28128383,Q336286,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q280658,
Q28128383,Q193592,
Q28128383,Q201330,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q336286,
Q28128383,Q193592,
Q28128383,Q336286,
Q28128383,Q336286,
Q28128383,,
Q28128383,Q193592,
Q28128383,Q280658,
Q28128383,Q193592,
Q28128383,Q201330,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q336286,
Q28128383,Q193592,
Q28128383,Q336286,
Q28128383,Q336286,
Q28128383,,
Q28128383,Q201330,
Q28128383,Q336286,
Q28128383,Q280658,
Q28128383,,
Q28128383,,
Q28128383,,
Q28128383,,
Q28128383,,
Q28128383,,
Q28128383,Q336286,
Q28128383,Q201330,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q336286,
Q28128383,Q201330,
Q28128383,Q336286,
Q28128383,Q280658,
Q28128383,,
Q28128383,,
Q28128383,,
Q28128383,,
Q28128383,,
Q28128383,,
Q28128383,Q336286,
Q28128383,Q201330,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q336286,
Q28128383,Q336286,
Q28128383,,
Q28128383,Q336286,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q280658,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q280658,
Q28128383,Q336286,
Q28128383,Q201330,
Q28128383,Q336286,
Q28128383,Q193592,
Q28128383,Q336286,
Q28128383,Q280658,
Q28128383,Q193592,
Q28128383,Q280658,
Q28128383,Q336286,
Q28128383,Q193592,
Q28128383,Q336286,
Q28128383,,
Q28128383,Q336286,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q280658,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q280658,
Q28128383,Q336286,
Q28128383,Q201330,
Q28128383,Q336286,
Q28128383,Q193592,
Q28128383,Q336286,
Q28128383,Q280658,
Q28128383,Q193592,
Q28128383,Q280658,
Q28128383,Q336286,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q201330,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q336286,
Q28128383,Q336286,
Q28128383,Q201330,
Q28128383,Q193592,
Q28128383,Q336286,
Q28128383,Q280658,
Q28128383,Q193592,
Q28128383,,
Q28128383,Q280658,
Q28128383,Q336286,
Q28128383,Q280658,
Q28128383,Q193592,
Q28128383,Q201330,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q336286,
Q28128383,Q336286,
Q28128383,Q201330,
Q28128383,Q193592,
Q28128383,Q336286,
Q28128383,Q280658,
Q28128383,Q193592,
Q28128383,,
Q28128383,Q280658,
Q28128383,Q336286,
Q28128383,Q280658,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q336286,
Q28128383,Q336286,
Q28128383,Q193592,
Q28128383,Q201330,
Q28128383,Q280658,
Q28128383,Q336286,
Q28128383,Q280658,
Q28128383,,
Q28128383,Q336286,
Q28128383,Q336286,
Q28128383,Q280658,
Q28128383,Q280658,
Q28128383,Q280658,
Q28128383,Q193592,
Q28128383,,
Q28128383,Q280658,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q336286,
Q28128383,Q336286,
Q28128383,Q193592,
Q28128383,Q201330,
Q28128383,Q280658,
Q28128383,Q336286,
Q28128383,Q280658,
Q28128383,,
Q28128383,Q336286,
Q28128383,Q336286,
Q28128383,Q280658,
Q28128383,Q280658,
Q28128383,Q280658,
Q28128383,Q193592,
Q28128383,,
Q28128383,Q280658,
Q28128383,Q201330,
Q28128383,Q193592,
Q28128383,Q280658,
Q28128383,Q336286,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q280658,
Q28128383,Q201330,
Q28128383,Q193592,
Q28128383,Q280658,
Q28128383,Q336286,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q280658,
Q28128383,Q336286,
Q28128383,Q201330,
Q28128383,Q201330,
Q28128383,Q336286,
Q28128383,Q193592,
Q28128383,Q280658,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q193592,
Q28128383,Q201330,
Q28128383,Q193592,
Q28128383,Q336286,
Q28128383,Q280658,
Q30645622,Q201330,
Q30645622,Q201330,
Q30645622,Q336286,
Q30645622,Q336286,
Q30645622,Q336286,
Q30645622,Q336286,
Q30645622,Q336286,
Q30645622,Q336286,
Q30645622,Q336286,
Q30645622,Q193592,
Q30645622,Q193592,
Q30645622,Q193592,
Q30645622,Q193592,
Q30645622,Q193592,
Q30645622,Q193592,
Q30645622,Q280658,
Q30645622,Q280658,
Q30645622,Q280658,
Q30645622,Q280658,
Q30645622,Q201330,
Q30645622,Q201330,
Q30645622,Q201330,
Q30645622,Q201330,
Q30645622,Q336286,
Q30645622,Q336286,
Q30645622,Q336286,
Q30645622,Q193592,
Q4590934,Q201330,
Q4590934,Q336286,
Q4590934,Q336286,
Q4590934,Q193592,
Q5607770,Q201330,
Q5607770,Q336286,
Q5607770,Q336286,
Q5607770,Q336286,
Q5607770,Q336286,
Q5607770,Q336286,
Q5607770,Q336286,
Q5607770,Q336286,
Q5607770,Q336286,
Q5607770,Q193592,
Q5607770,Q193592,
Q5607770,Q193592,
Q5607770,Q193592,
Q5607770,Q193592,
Q5607770,Q280658,
Q5607770,Q280658,
Q5607770,Q280658,
Q5607770,Q280658,
Q5607770,Q280658,
Q5607770,Q280658,
Q6596752,Q280658,
Q6596752,Q193592,
Q6596752,Q193592,
Q6596752,Q336286,
Q6596752,Q193592,
Q6596752,Q280658,
Q6596752,Q201330,
Q6596752,Q193592,
Q6596752,Q193592,
Q6596752,Q193592,
Q6596752,Q193592,
Q6596752,Q193592,
Q6596752,Q280658,
Q6596752,Q201330,
Q6596752,Q280658,
Q6596752,Q193592,
Q6596752,Q193592,
Q6596752,Q336286,
Q6596752,Q193592,
Q6596752,Q280658,
Q6596752,Q201330,
Q6596752,Q193592,
Q6596752,Q193592,
Q6596752,Q193592,
Q6596752,Q193592,
Q6596752,Q193592,
Q6596752,Q280658,
Q6596752,Q201330,
Q16955186,Q193592,
Q16955186,Q193592,
Q16955186,Q336286,
Q16955186,Q280658,
Q16955186,Q280658,
Q16955186,Q193592,
Q16955186,Q336286,
Q16955186,Q201330,
Q16955186,Q193592,
Q16955186,Q336286,
Q16955186,Q193592,
Q16955186,Q336286,
Q16955186,Q193592,
Q16955186,Q193592,
Q16955186,Q336286,
Q16955186,Q280658,
Q16955186,Q280658,
Q16955186,Q193592,
Q16955186,Q336286,
Q16955186,Q201330,
Q16955186,Q193592,
Q16955186,Q336286,
Q16955186,Q193592,
Q16955186,Q336286,
Q16955186,Q336286,
Q16955186,Q193592,
Q16955186,Q193592,
Q16955186,Q193592,
Q16955186,Q201330,
Q16955186,Q336286,
Q16955186,Q336286,
Q16955186,Q193592,
Q16955186,Q336286,
Q16955186,Q193592,
Q16955186,Q193592,
Q16955186,Q193592,
Q16955186,Q201330,
Q16955186,Q336286,
Q16955186,Q336286,
Q16955186,Q193592,
Q4622331,,
Q4622331,,
Q4622331,,
Q4622331,,
Q4622331,,
Q297655,Q336286,
Q297655,Q336286,
Q297655,Q193592,
Q1554303,Q201330,
Q1554303,Q201330,
Q1554303,Q336286,
Q1554303,Q336286,
Q1554303,Q336286,
Q1554303,Q336286,
Q1554303,Q336286,
Q1554303,Q193592,
Q1554303,Q193592,
Q1554303,Q193592,
Q1554303,Q193592,
Q1554303,Q193592,
Q1554303,Q193592,
Q1554303,Q193592,
Q1554303,Q193592,
Q1554303,Q193592,
Q1554303,Q280658,
Q1554303,Q280658,
Q1554303,Q280658,
Q1554303,Q280658,
Q1554303,Q280658,
Q1554303,Q280658,
Q16485625,Q193592,
Q16485625,Q280658,
Q16485625,Q336286,
Q16485625,Q336286,
Q16485625,Q193592,
Q16485625,Q193592,
Q16485625,Q280658,
Q16485625,Q336286,
Q16485625,Q336286,
Q16485625,Q193592,
Q7579577,Q201330,
Q7579577,Q201330,
Q7579577,Q336286,
Q7579577,Q336286,
Q7579577,Q336286,
Q7579577,Q336286,
Q7579577,Q336286,
Q7579577,Q336286,
Q7579577,Q336286,
Q7579577,Q193592,
Q7579577,Q193592,
Q7579577,Q193592,
Q7579577,Q193592,
Q7579577,Q193592,
Q7579577,Q280658,
Q7579577,Q280658,
Q7579577,Q280658,
Q39057242,Q193592,Q22674886
Q39057242,Q193592,Q40686935
Q39057242,Q280658,Q5857644
Q39057242,Q336286,Q19788559
Q39057242,Q193592,Q5645100
Q39057242,Q280658,
Q39057242,Q193592,Q5924494
Q39057242,Q201330,Q5955089
Q39057242,Q280658,Q53953607
Q39057242,Q336286,
Q39057242,Q336286,Q891876
Q39057242,Q193592,Q2404742
Q39057242,Q336286,Q6795759
Q39057242,Q193592,Q54189911
Q28963210,Q201330,
Q28963210,Q201330,
Q28963210,Q201330,
Q28963210,Q336286,
Q28963210,Q336286,
Q28963210,Q336286,
Q28963210,Q336286,
Q28963210,Q336286,
Q28963210,Q336286,
Q28963210,Q193592,
Q28963210,Q193592,
Q28963210,Q193592,
Q28963210,Q193592,
Q28963210,Q193592,
Q28963210,Q193592,
Q28963210,Q193592,
Q28963210,Q193592,
Q28963210,Q193592,
Q28963210,Q280658,
Q28963210,Q280658,
Q28963210,Q280658,
Q28963210,Q280658,
Q28963210,Q280658,
Q28963210,Q280658,
Q28963210,Q280658,
Q28963210,Q280658,
Q28963210,Q280658,
Q28963210,Q280658,
Q28963210,Q280658,
Q28963210,Q280658,
Q28963210,Q280658,
Q28963210,Q280658,
Q1675351,Q193592,
Q1675351,Q193592,
Q1675351,Q193592,
Q1675351,Q193592,
Q1675351,Q193592,
Q1675351,Q280658,
Q1675351,Q280658,
Q1675351,Q280658,
Q1675351,Q280658,
Q1675351,Q280658,
Q1675351,Q336286,
Q7088290,Q201330,
Q7088290,Q201330,
Q7088290,Q201330,
Q7088290,Q201330,
Q7088290,Q336286,
Q7088290,Q336286,
Q7088290,Q336286,
Q7088290,Q336286,
Q7088290,Q336286,
Q7088290,Q336286,
Q7088290,Q336286,
Q7088290,Q336286,
Q7088290,Q193592,
Q7088290,Q193592,
Q7088290,Q193592,
Q7088290,Q193592,
Q7088290,Q193592,
Q7088290,Q193592,
Q7088290,Q193592,
Q7088290,Q193592,
Q7088290,Q280658,
Q7088290,Q280658,
Q7088290,Q280658,
Q7088290,Q280658,
Q7088290,Q280658,
Q7984345,Q201330,
Q7984345,Q201330,
Q7984345,Q336286,
Q7984345,Q336286,
Q7984345,Q336286,
Q7984345,Q336286,
Q7984345,Q193592,
Q7984345,Q193592,
Q7984345,Q193592,
Q7984345,Q193592,
Q7984345,Q193592,
Q7984345,Q193592,
Q7984345,Q193592,
Q7984345,Q193592,
Q7984345,Q280658,
Q7984345,Q280658,
Q7984345,Q280658,
Q7984345,Q280658,
Q7984345,Q280658,
Q6576524,Q336286,
Q6576524,Q336286,
Q6576524,Q336286,
Q6576524,,
Q6576524,Q336286,
Q6576524,Q336286,
Q6576524,Q336286,
Q6576524,,
Q2569964,Q201330,
Q2569964,Q201330,
Q2569964,Q336286,
Q2569964,Q336286,
Q2569964,Q336286,
Q2569964,Q336286,
Q2569964,Q336286,
Q2569964,Q336286,
Q2569964,Q336286,
Q2569964,Q336286,
Q2569964,Q336286,
Q2569964,Q193592,
Q2569964,Q193592,
Q2569964,Q193592,
Q2569964,Q193592,
Q2569964,Q193592,
Q2569964,Q193592,
Q2569964,Q193592,
Q2569964,Q193592,
Q2569964,Q280658,
Q2569964,Q280658,
Q2569964,Q280658,
Q16057374,Q193592,
Q16057374,Q193592,
Q16057374,Q336286,
Q16057374,Q193592,
Q16057374,Q336286,
Q16057374,Q280658,
Q16057374,Q280658,
Q16057374,Q193592,
Q16057374,Q193592,
Q16057374,Q336286,
Q16057374,Q193592,
Q16057374,Q336286,
Q16057374,Q280658,
Q16057374,Q280658,
Q16057374,Q280658,
Q16057374,Q336286,
Q16057374,Q336286,
Q16057374,Q336286,
Q16057374,Q280658,
Q16057374,Q193592,
Q16057374,Q201330,
Q16057374,Q336286,
Q16057374,Q280658,
Q16057374,Q193592,
Q16057374,Q336286,
Q16057374,Q280658,
Q16057374,Q193592,
Q16057374,Q280658,
Q16057374,Q336286,
Q16057374,Q336286,
Q16057374,Q336286,
Q16057374,Q280658,
Q16057374,Q193592,
Q16057374,Q201330,
Q16057374,Q336286,
Q16057374,Q280658,
Q16057374,Q193592,
Q16057374,Q336286,
Q16057374,Q280658,
Q16057374,Q193592,
Q5671859,Q201330,
Q5671859,Q336286,
Q5671859,Q336286,
Q5671859,Q336286,
Q5671859,Q336286,
Q5671859,Q336286,
Q5671859,Q193592,
Q5671859,Q193592,
Q5671859,Q193592,
Q5671859,Q280658,
Q5671859,Q280658,
Q20312638,Q336286,
Q20312638,Q280658,
Q20312638,Q201330,
Q20312638,Q193592,
Q20312638,Q336286,
Q20312638,Q193592,
Q20312638,Q280658,
Q20312638,Q193592,
Q20312638,Q336286,
Q20312638,Q280658,
Q20312638,Q201330,
Q20312638,Q193592,
Q20312638,Q336286,
Q20312638,Q193592,
Q20312638,Q280658,
Q20312638,Q193592,
Q20312638,Q336286,
Q20312638,Q193592,
Q20312638,Q336286,
Q20312638,Q193592,
Q5207492,Q280658,
Q5207492,Q280658,
Q5207492,Q193592,
Q5207492,Q280658,
Q5207492,Q193592,
Q5207492,Q201330,
Q4590056,Q201330,
Q4590056,Q201330,
Q4590056,Q201330,
Q4590056,Q201330,
Q4590056,Q336286,
Q4590056,Q336286,
Q4590056,Q336286,
Q4590056,Q336286,
Q4590056,Q336286,
Q4590056,Q336286,
Q4590056,Q336286,
Q4590056,Q336286,
Q4590056,Q336286,
Q4590056,Q336286,
Q4590056,Q336286,
Q4590056,Q336286,
Q4590056,Q193592,
Q4590056,Q193592,
Q4590056,Q193592,
Q4590056,Q193592,
Q4590056,Q193592,
Q4590056,Q193592,
Q4590056,Q193592,
Q4590056,Q193592,
Q4590056,Q280658,
Q4590056,Q280658,
Q4590056,Q280658,
Q4590056,Q280658,
Q4590056,Q280658,
Q4590056,Q280658,
Q12297404,Q201330,
Q12297404,Q201330,
Q12297404,Q336286,
Q12297404,Q336286,
Q12297404,Q336286,
Q12297404,Q336286,
Q12297404,Q336286,
Q12297404,Q193592,
Q4591482,Q201330,
Q4591482,Q336286,
Q4591482,Q193592,
Q4591482,Q193592,
Q4591482,Q193592,
Q4591482,Q193592,
Q4591482,Q193592,
Q4591482,Q193592,
Q4591482,Q193592,
Q4591482,Q280658,
Q4591482,Q201330,
Q4591482,Q336286,
Q4591482,Q193592,
Q4591482,Q193592,
Q4591482,Q193592,
Q4591482,Q193592,
Q4591482,Q193592,
Q4591482,Q193592,
Q4591482,Q193592,
Q4591482,Q280658,
Q4591482,Q336286,
Q4591482,Q336286,
Q4591482,Q336286,
Q4591482,Q336286,
Q4591482,Q336286,
Q4591482,Q336286,
Q4591482,Q193592,
Q4591482,Q193592,
Q4591482,Q193592,
Q4591482,Q193592,
Q4591482,Q193592,
Q4591482,Q280658,
Q4591482,Q336286,
Q4591482,Q336286,
Q4591482,Q336286,
Q4591482,Q336286,
Q4591482,Q336286,
Q4591482,Q336286,
Q4591482,Q193592,
Q4591482,Q193592,
Q4591482,Q193592,
Q4591482,Q193592,
Q4591482,Q193592,
Q4591482,Q280658,
Q188278,Q201330,
Q188278,Q201330,
Q188278,Q336286,
Q188278,Q336286,
Q188278,Q336286,
Q188278,Q336286,
Q188278,Q336286,
Q188278,Q336286,
Q188278,Q336286,
Q188278,Q336286,
Q188278,Q336286,
Q188278,Q336286,
Q188278,Q336286,
Q188278,Q193592,
Q188278,Q193592,
Q188278,Q193592,
Q188278,Q193592,
Q188278,Q193592,
Q188278,Q193592,
Q188278,Q280658,
Q188278,Q280658,
Q188278,Q280658,
Q188278,Q280658,
Q188278,Q193592,
Q188278,Q193592,
Q188278,Q193592,
Q188278,Q193592,
Q188278,Q193592,
Q188278,Q193592,
Q188278,Q193592,
Q188278,Q280658,
Q188278,Q280658,
Q188278,Q280658,
Q188278,Q280658,
Q188278,Q280658,
Q188278,Q280658,
Q188278,Q280658,
Q188278,Q201330,
Q188278,Q336286,
Q188278,Q336286,
Q188278,Q336286,
Q188278,Q336286,
Q188278,Q336286,
Q188278,Q193592,
Q188278,Q193592,
Q188278,Q193592,
Q188278,Q193592,
Q188278,Q193592,
Q188278,Q193592,
Q188278,Q280658,
Q188278,Q280658,
Q188278,Q280658,
Q188278,Q280658,
Q188278,Q201330,
Q188278,Q201330,
Q188278,Q336286,
Q188278,Q336286,
Q188278,Q336286,
Q188278,Q336286,
Q188278,Q193592,
Q188278,Q193592,
Q188278,Q193592,
Q5568124,Q201330,
Q5568124,Q201330,
Q5568124,Q336286,
Q5568124,Q336286,
Q5568124,Q336286,
Q5568124,Q336286,
Q5568124,Q336286,
Q5568124,Q336286,
Q5568124,Q193592,
Q5568124,Q193592,
Q5568124,Q193592,
Q5568124,Q193592,
Q5568124,Q193592,
Q5568124,Q193592,
Q5568124,Q193592,
Q5568124,Q280658,
Q5568124,Q280658,
Q5568124,Q280658,
