ArticleEntity,spancol_3,1-1,2-1,3-1,4-1,Total-1
Q29791455,,,,,,
Q29791455,,,,,,
Q29791455,,,,,,
Q29791455,,,,,,
Q29791455,,,,,,
Q29791455,,,,,,
Q29791455,,,,,,
Q29791455,,,,,,
Q29791455,,,,,,
Q29791455,,,,,,
Q29791455,,,,,,
Q29791455,,,,,,
Q29791455,,,,,,
Q29791455,,,,,,
Q29791455,,,,,,
Q29791455,,,,,,
Q29791455,,,,,,
Q29791455,,,,,,
Q29791455,,,,,,
Q29791455,,,,,,
Q29791455,,,,,,
Q29791455,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4611515,,,,,,
Q4604322,,,,,,
Q4604322,,,,,,
Q4604322,,,,,,
Q4604322,,,,,,
Q4604322,,,,,,
Q4604322,,,,,,
Q4604322,,,,,,
Q4604322,,,,,,
Q4604322,,,,,,
Q4604322,,,,,,
Q4604322,,,,,,
Q4604322,,,,,,
Q4604322,,,,,,
Q4604322,,,,,,
Q4604322,,,,,,
Q4604322,,,,,,
Q4604322,,,,,,
Q4604322,,,,,,
Q4604322,,,,,,
Q4604322,,,,,,
Q4604322,,,,,,
Q4604322,,,,,,
Q4568168,,,,,,
Q4568168,,,,,,
Q4590176,,,,,,
Q4590176,,,,,,
Q4590176,,,,,,
Q4590176,,,,,,
Q4590176,,,,,,
Q4590176,,,,,,
Q4590176,,,,,,
Q4590176,,,,,,
Q4590176,,,,,,
Q4590176,,,,,,
Q4590176,,,,,,
Q4590176,,,,,,
Q4590176,,,,,,
Q4590176,,,,,,
Q4590176,,,,,,
Q4590176,,,,,,
Q4590176,,,,,,
Q4590176,,,,,,
Q4606295,,,,,,
Q4606295,,,,,,
Q4606295,,,,,,
Q4606295,,,,,,
Q4606295,,,,,,
Q4606295,,,,,,
Q4606295,,,,,,
Q4606295,,,,,,
Q4606295,,,,,,
Q4606295,,,,,,
Q4606295,,,,,,
Q4606295,,,,,,
Q4606295,,,,,,
Q4606295,,,,,,
Q4606295,,,,,,
Q4606295,,,,,,
Q4606295,,,,,,
Q4606295,,,,,,
Q4606295,,,,,,
Q4606295,,,,,,
Q4606295,,,,,,
Q4606295,,,,,,
Q4584951,,,,,,
Q4584951,,,,,,
Q4584951,,,,,,
Q4584951,,,,,,
Q4584951,,,,,,
Q4584951,,,,,,
Q4584951,,,,,,
Q4584951,,,,,,
Q4584951,,,,,,
Q4584951,,,,,,
Q4584951,,,,,,
Q4584951,,,,,,
Q4584951,,,,,,
Q4584951,,,,,,
Q4584951,,,,,,
Q4584951,,,,,,
Q4584951,,,,,,
Q4584951,,,,,,
Q4578202,,,,,,
Q4578202,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023001,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22023293,,,,,,
Q22021794,,,,,,
Q22021794,,,,,,
Q22021794,,,,,,
Q22021794,,,,,,
Q22021794,,,,,,
Q22021794,,,,,,
Q22021794,,,,,,
Q22021794,,,,,,
Q22021794,,,,,,
Q22021794,,,,,,
Q22021794,,,,,,
Q22021794,,,,,,
Q22021794,,,,,,
Q22021794,,,,,,
Q22021794,,,,,,
Q22021794,,,,,,
Q22021794,,,,,,
Q22021794,,,,,,
Q22021794,,,,,,
Q22021794,,,,,,
Q22021794,,,,,,
Q22021794,,,,,,
Q22021794,,,,,,
Q22021794,,,,,,
Q22021794,,,,,,
Q22021794,,,,,,
Q22021794,,,,,,
Q22021794,,,,,,
Q4627275,,,,,,
Q4627275,,,,,,
Q4627275,,,,,,
Q4627275,,,,,,
Q4627275,,,,,,
Q4627275,,,,,,
Q4627275,,,,,,
Q4627275,,,,,,
Q4627275,,,,,,
Q4627275,,,,,,
Q4627275,,,,,,
Q4627275,,,,,,
Q4627275,,,,,,
Q4627275,,,,,,
Q4627275,,,,,,
Q4627275,,,,,,
Q4627275,,,,,,
Q4627275,,,,,,
Q4627275,,,,,,
Q4627275,,,,,,
Q4627275,,,,,,
Q4627275,,,,,,
Q19865150,,,,,,
Q19865150,,,,,,
Q19865150,,,,,,
Q19865150,,,,,,
Q19865150,,,,,,
Q19865150,,,,,,
Q19865150,,,,,,
Q19865150,,,,,,
Q19865150,,,,,,
Q19865150,,,,,,
Q19865150,,,,,,
Q19865150,,,,,,
Q19865150,,,,,,
Q19865150,,,,,,
Q19865150,,,,,,
Q19865150,,,,,,
Q19865150,,,,,,
Q19865150,,,,,,
Q19865150,,,,,,
Q19865150,,,,,,
Q19865150,,,,,,
Q19865150,,,,,,
Q19865150,,,,,,
Q19865150,,,,,,
Q4600127,,,,,,
Q4600127,,,,,,
Q28448005,,,,,,
Q28448005,,,,,,
Q28448005,,,,,,
Q28448005,,,,,,
Q28448005,,,,,,
Q28448005,,,,,,
Q28448005,,,,,,
Q28448005,,,,,,
Q28448005,,,,,,
Q28448005,,,,,,
Q28448005,,,,,,
Q28448005,,,,,,
Q28448005,,,,,,
Q28448005,,,,,,
Q28448005,,,,,,
Q28448005,,,,,,
Q28448005,,,,,,
Q28448005,,,,,,
Q28448005,,,,,,
Q28448005,,,,,,
Q28448005,,,,,,
Q28448005,,,,,,
Q28448005,,,,,,
Q28448005,,,,,,
Q28450080,,,,,,
Q28450080,,,,,,
Q28450080,,,,,,
Q28450080,,,,,,
Q28450080,,,,,,
Q28450080,,,,,,
Q28450080,,,,,,
Q28450080,,,,,,
Q28450080,,,,,,
Q28450080,,,,,,
Q28450080,,,,,,
Q28450080,,,,,,
Q28450080,,,,,,
Q28450080,,,,,,
Q28450080,,,,,,
Q28450080,,,,,,
Q28450080,,,,,,
Q28450080,,,,,,
Q28450080,,,,,,
Q28450080,,,,,,
Q28450080,,,,,,
Q28450080,,,,,,
Q28450080,,,,,,
Q28450080,,,,,,
Q28450080,,,,,,
Q28450080,,,,,,
Q4614264,,,,,,
Q4614264,,,,,,
Q4614264,,,,,,
Q4614264,,,,,,
Q4614264,,,,,,
Q4614264,,,,,,
Q4614264,,,,,,
Q4614264,,,,,,
Q4614264,,,,,,
Q4614264,,,,,,
Q4614264,,,,,,
Q4614264,,,,,,
Q4614264,,,,,,
Q4614264,,,,,,
Q4614264,,,,,,
Q4614264,,,,,,
Q4614264,,,,,,
Q4614264,,,,,,
Q4614264,,,,,,
Q4614264,,,,,,
Q4614264,,,,,,
Q4614264,,,,,,
Q4614264,,,,,,
Q4614264,,,,,,
Q4614264,,,,,,
Q4614264,,,,,,
Q4620919,,,,,,
Q4620919,,,,,,
Q4620919,,,,,,
Q4620919,,,,,,
Q4620919,,,,,,
Q4620919,,,,,,
Q4620919,,,,,,
Q4620919,,,,,,
Q4620919,,,,,,
Q4620919,,,,,,
Q4620919,,,,,,
Q4620919,,,,,,
Q4620919,,,,,,
Q4620919,,,,,,
Q4620919,,,,,,
Q4620919,,,,,,
Q16242116,,,,,,
Q16242116,,,,,,
Q16242116,,,,,,
Q16242116,,,,,,
Q16242116,,,,,,
Q16242116,,,,,,
Q16242116,,,,,,
Q16242116,,,,,,
Q16242116,,,,,,
Q16242116,,,,,,
Q16242116,,,,,,
Q16242116,,,,,,
Q16242116,,,,,,
Q16242116,,,,,,
Q16242116,,,,,,
Q16242116,,,,,,
Q16242116,,,,,,
Q16242116,,,,,,
Q16242116,,,,,,
Q16242116,,,,,,
Q16242116,,,,,,
Q16242116,,,,,,
Q16242116,,,,,,
Q16242116,,,,,,
Q16242116,,,,,,
Q16242116,,,,,,
Q16242116,,,,,,
Q16242116,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q18701909,,,,,,
Q4612238,,,,,,
Q4612238,,,,,,
Q4612238,,,,,,
Q4612238,,,,,,
Q4612238,,,,,,
Q4612238,,,,,,
Q4612238,,,,,,
Q4612238,,,,,,
Q4612238,,,,,,
Q4612238,,,,,,
Q4612238,,,,,,
Q4612238,,,,,,
Q4612238,,,,,,
Q4612238,,,,,,
Q4612238,,,,,,
Q4612238,,,,,,
Q4612238,,,,,,
Q4612238,,,,,,
Q4612238,,,,,,
Q4612238,,,,,,
Q4612238,,,,,,
Q4612238,,,,,,
Q4612238,,,,,,
Q4612238,,,,,,
Q28450899,,,,,,
Q28450899,,,,,,
Q28450899,,,,,,
Q28450899,,,,,,
Q28450899,,,,,,
Q28450899,,,,,,
Q28450899,,,,,,
Q28450899,,,,,,
Q28450899,,,,,,
Q28450899,,,,,,
Q28450899,,,,,,
Q28450899,,,,,,
Q28450899,,,,,,
Q28450899,,,,,,
Q28450899,,,,,,
Q28450899,,,,,,
Q28450899,,,,,,
Q28450899,,,,,,
Q23302682,,,,,,
Q23302682,,,,,,
Q23302682,,,,,,
Q23302682,,,,,,
Q23302682,,,,,,
Q23302682,,,,,,
Q23302682,,,,,,
Q23302682,,,,,,
Q23302682,,,,,,
Q23302682,,,,,,
Q23302682,,,,,,
Q23302682,,,,,,
Q23302682,,,,,,
Q23302682,,,,,,
Q23302682,,,,,,
Q23302682,,,,,,
Q23302682,,,,,,
Q23302682,,,,,,
Q23302682,,,,,,
Q23302682,,,,,,
Q23302682,,,,,,
Q23302682,,,,,,
Q28448663,,,,,,
Q28448663,,,,,,
Q28448663,,,,,,
Q28448663,,,,,,
Q28448663,,,,,,
Q28448663,,,,,,
Q28448663,,,,,,
Q28448663,,,,,,
Q28448663,,,,,,
Q28448663,,,,,,
Q28448663,,,,,,
Q28448663,,,,,,
Q28448663,,,,,,
Q28448663,,,,,,
Q28448663,,,,,,
Q28448663,,,,,,
Q28448663,,,,,,
Q28448663,,,,,,
Q28448663,,,,,,
Q28448663,,,,,,
Q28448663,,,,,,
Q28448663,,,,,,
Q28448663,,,,,,
Q28448663,,,,,,
Q4579384,,,,,,
Q4579384,,,,,,
Q4579384,,,,,,
Q4579384,,,,,,
Q4579384,,,,,,
Q4579384,,,,,,
Q16242177,,,,,,
Q16242177,,,,,,
Q16242177,,,,,,
Q16242177,,,,,,
Q16242177,,,,,,
Q16242177,,,,,,
Q16242177,,,,,,
Q16242177,,,,,,
Q16242177,,,,,,
Q16242177,,,,,,
Q16242177,,,,,,
Q16242177,,,,,,
Q16242177,,,,,,
Q16242177,,,,,,
Q16242177,,,,,,
Q16242177,,,,,,
Q16242177,,,,,,
Q16242177,,,,,,
Q16242177,,,,,,
Q16242177,,,,,,
Q16242177,,,,,,
Q16242177,,,,,,
Q16954141,,,,,,
Q16954141,,,,,,
Q16954141,,,,,,
Q16954141,,,,,,
Q16954141,,,,,,
Q16954141,,,,,,
Q16954141,,,,,,
Q16954141,,,,,,
Q16954141,,,,,,
Q16954141,,,,,,
Q16954141,,,,,,
Q16954141,,,,,,
Q16954141,,,,,,
Q16954141,,,,,,
Q16954141,,,,,,
Q16954141,,,,,,
Q16954141,,,,,,
Q16954141,,,,,,
Q16954141,,,,,,
Q16954141,,,,,,
Q16954141,,,,,,
Q16954141,,,,,,
Q19864057,,,,,,
Q19864057,,,,,,
Q19864057,,,,,,
Q19864057,,,,,,
Q19864057,,,,,,
Q19864057,,,,,,
Q19864057,,,,,,
Q19864057,,,,,,
Q19864057,,,,,,
Q19864057,,,,,,
Q19864057,,,,,,
Q19864057,,,,,,
Q19864057,,,,,,
Q19864057,,,,,,
Q19864057,,,,,,
Q19864057,,,,,,
Q19864057,,,,,,
Q19864057,,,,,,
Q19864057,,,,,,
Q19864057,,,,,,
Q19864057,,,,,,
Q19864057,,,,,,
Q19864057,,,,,,
Q19864057,,,,,,
Q19864057,,,,,,
Q19864057,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q22022331,,,,,,
Q4601795,,,,,,
Q4601795,,,,,,
Q4601795,,,,,,
Q4601795,,,,,,
Q4601795,,,,,,
Q4601795,,,,,,
Q4601795,,,,,,
Q4601795,,,,,,
Q4601795,,,,,,
Q4601795,,,,,,
Q4601795,,,,,,
Q4601795,,,,,,
Q4601795,,,,,,
Q4601795,,,,,,
Q4601795,,,,,,
Q4601795,,,,,,
Q4601795,,,,,,
Q4601795,,,,,,
Q4601795,,,,,,
Q4601795,,,,,,
Q4601795,,,,,,
Q4601795,,,,,,
Q4601795,,,,,,
Q4601795,,,,,,
Q4601795,,,,,,
Q4601795,,,,,,
Q28449777,,,,,,
Q28449777,,,,,,
Q28449777,,,,,,
Q28449777,,,,,,
Q28449777,,,,,,
Q28449777,,,,,,
Q28449777,,,,,,
Q28449777,,,,,,
Q28449777,,,,,,
Q28449777,,,,,,
Q28449777,,,,,,
Q28449777,,,,,,
Q28449777,,,,,,
Q28449777,,,,,,
Q28449777,,,,,,
Q28449777,,,,,,
Q28449777,,,,,,
Q28449777,,,,,,
Q28449777,,,,,,
Q28449777,,,,,,
Q28449777,,,,,,
Q28449777,,,,,,
Q4611703,,,,,,
Q4611703,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4609006,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
Q4607892,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Q4578677,,,,,,
Q4578677,,,,,,
Q19865204,,,,,,
Q19865204,,,,,,
Q19865204,,,,,,
Q19865204,,,,,,
Q19865204,,,,,,
Q19865204,,,,,,
Q19865204,,,,,,
Q19865204,,,,,,
Q19865204,,,,,,
Q19865204,,,,,,
Q19865204,,,,,,
Q19865204,,,,,,
Q19865204,,,,,,
Q19865204,,,,,,
Q19865204,,,,,,
Q19865204,,,,,,
Q19865204,,,,,,
Q19865204,,,,,,
Q19865204,,,,,,
Q19865204,,,,,,
Q19865204,,,,,,
Q19865204,,,,,,
Q4582759,,,,,,
Q4582759,,,,,,
Q4582759,,,,,,
Q4582759,,,,,,
Q4582759,,,,,,
Q4582759,,,,,,
Q4582759,,,,,,
Q4582759,,,,,,
Q4582759,,,,,,
Q4582759,,,,,,
Q4582759,,,,,,
Q4582759,,,,,,
Q4582759,,,,,,
Q4582759,,,,,,
Q4582759,,,,,,
Q4582759,,,,,,
Q4582759,,,,,,
Q4582759,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4611766,,,,,,
Q4576554,,,,,,
Q4576554,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4617545,,,,,,
Q4608516,,,,,,
Q4608516,,,,,,
Q4608516,,,,,,
Q4608516,,,,,,
Q4608516,,,,,,
Q4608516,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q22022065,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4608713,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4614369,,,,,,
Q4591403,,,,,,
Q4591403,,,,,,
Q4591403,,,,,,
Q4591403,,,,,,
Q4591403,,,,,,
Q4591403,,,,,,
Q4591403,,,,,,
Q4591403,,,,,,
Q4591403,,,,,,
Q4591403,,,,,,
Q4591403,,,,,,
Q4591403,,,,,,
Q4591403,,,,,,
Q4591403,,,,,,
Q4591403,,,,,,
Q4591403,,,,,,
Q4591403,,,,,,
Q4591403,,,,,,
Q4591403,,,,,,
Q4591403,,,,,,
Q4599724,,,,,,
Q4599724,,,,,,
Q4599724,,,,,,
Q4599724,,,,,,
Q4599724,,,,,,
Q4599724,,,,,,
Q4599724,,,,,,
Q4599724,,,,,,
Q4599724,,,,,,
Q4599724,,,,,,
Q4599724,,,,,,
Q4599724,,,,,,
Q4599724,,,,,,
Q4599724,,,,,,
Q4599724,,,,,,
Q4599724,,,,,,
Q4599724,Q4600219,,,,,
Q4599724,,,,,,
Q4599724,Q5547391,,,,,
Q4599724,,,,,,
Q4599724,,,,,,
Q4599724,,,,,,
Q4599724,,,,,,
Q4599724,,,,,,
Q4599724,Q4599688,,,,,
Q4599724,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4617596,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q4600401,,,,,,
Q15961049,,,,,,
Q15961049,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q4591679,,,,,,
Q24436435,,,,,,
Q24436435,,,,,,
Q24436435,,,,,,
Q24436435,,,,,,
Q24436435,,,,,,
Q24436435,,,,,,
Q24436435,,,,,,
Q24436435,,,,,,
Q24436435,,,,,,
Q24436435,,,,,,
Q24436435,,,,,,
Q24436435,,,,,,
Q24436435,,,,,,
Q24436435,,,,,,
Q24436435,,,,,,
Q24436435,,,,,,
Q24436435,,,,,,
Q24436435,,,,,,
Q4609507,,,,,,
Q4609507,,,,,,
Q4609507,,,,,,
Q4609507,,,,,,
